"date","cohort","block","trt","rep","obs","height","numDam","numLeaf","areaLeaf","areaDam","alive","notes","additional.notes","species"
2017-05-16,3,"G","LP",27,"Keatyn/Robert/Miles","13.2","12",12,12,40,1,"","All NA=dried out","t"
2017-05-16,3,"G","U",28,"Keatyn/Robert/Miles","15.3","2",24,25,1,1,"","All NA=dried out","t"
2017-05-16,3,"G","L",29,"Keatyn/Robert/Miles","14","1",3,6,5,1,"","All NA=dried out","t"
2017-05-16,3,"G","L",30,"Keatyn/Robert/Miles","14.9","1",29,32,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","LP",1,"Keatyn/Robert/Miles","13.1","0",18,14,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",2,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","U",3,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","LP",4,"Keatyn/Robert/Miles","15.1","2",21,33,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",5,"Keatyn/Robert/Miles","13","3",22,12,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",6,"Keatyn/Robert/Miles","12.1","0",8,8,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","LP",7,"Keatyn/Robert/Miles","13.6","0",6,7,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",8,"Keatyn/Robert/Miles","9.5","1",13,6,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","LP",9,"Keatyn/Robert/Miles","12.5","1",20,15,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",10,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","LP",11,"Keatyn/Robert/Miles","17","2",18,34,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",12,"Keatyn/Robert/Miles","10.9","0",2,1,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",13,"Keatyn/Robert/Miles","12","3",11,10,5,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",14,"Keatyn/Robert/Miles","13.5","1",28,23,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",15,"Keatyn/Robert/Miles","12.1","2",25,30,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","LP",16,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","LP",17,"Keatyn/Robert/Miles","16.5","2",37,32,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",18,"Keatyn/Robert/Miles","14.7","0",10,10,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","U",19,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","LP",20,"Keatyn/Robert/Miles","16.3","0",30,24,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",21,"Keatyn/Robert/Miles","13.8","1",34,28,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",22,"Keatyn/Robert/Miles","16","1",42,35,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","LP",23,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","U",24,"Keatyn/Robert/Miles","9.3","1",25,15,1,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",25,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","LP",26,"Keatyn/Robert/Miles","16.1","0",24,20,0,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",27,"Keatyn/Robert/Miles","13.6","5",13,24,10,1,"","All NA=dried out","t"
2017-05-16,3,"B","L",28,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","U",29,"Keatyn/Robert/Miles",NA,NA,NA,NA,NA,0,"","All NA=dried out","t"
2017-05-16,3,"B","L",30,"Keatyn/Robert/Miles","17.2","1",38,40,1,1,"","All NA=dried out","t"
2017-05-16,3,"R","U",1,"Keatyn/Miles","15.2","9",20,27,15,1,"","","t"
2017-05-16,3,"R","LP",2,"Keatyn/Miles","16.2","11",24,24,10,1,"","","t"
2017-05-16,3,"R","U",3,"Keatyn/Miles","16","4",22,25,2,1,"","","t"
2017-05-16,3,"R","L",4,"Keatyn/Miles","16.5","10",24,27,15,1,"","","t"
2017-05-16,3,"R","U",5,"Keatyn/Miles","15.2","3",35,25,1,1,"","","t"
2017-05-16,3,"R","L",6,"Keatyn/Miles","13.5","20",26,15,80,1,"","","t"
2017-05-16,3,"R","L",7,"Keatyn/Miles","14.4","4",15,24,2,1,"","","t"
2017-05-16,3,"R","LP",8,"Keatyn/Miles","14.1","26",26,25,20,1,"","","t"
2017-05-16,3,"R","L",9,"Keatyn/Miles","16.1","25",33,27,35,1,"","","t"
2017-05-16,3,"R","L",10,"Keatyn/Miles","15.4","2",27,20,1,1,"","","t"
2017-05-16,3,"R","U",11,"Keatyn/Miles","16.7","12",44,35,10,1,"","","t"
2017-05-16,3,"R","L",12,"Keatyn/Miles","16.1","6",40,32,5,1,"","","t"
2017-05-16,3,"R","U",13,"Keatyn/Miles","10.5","1",17,14,1,1,"","","t"
2017-05-16,3,"R","LP",14,"Keatyn/Miles","15.3","17",22,16,20,1,"","","t"
2017-05-16,3,"R","L",15,"Keatyn/Miles","20","1",24,35,1,1,"","","t"
2017-05-16,3,"R","LP",16,"Keatyn/Miles","15.7","10",27,20,5,1,"","","t"
2017-05-16,3,"R","LP",17,"Keatyn/Miles","12.5","3",30,20,5,1,"","","t"
2017-05-16,3,"R","LP",18,"Keatyn/Miles","16.5","5",26,26,5,1,"","","t"
2017-05-16,3,"R","L",19,"Keatyn/Miles","15.4","7",28,15,15,1,"","","t"
2017-05-16,3,"R","L",20,"Keatyn/Miles","13.2","15",33,24,10,1,"","","t"
2017-05-16,3,"R","LP",21,"Keatyn/Miles","13.2","7",20,11,5,1,"","","t"
2017-05-16,3,"R","U",22,"Keatyn/Miles","12.8","9",38,24,10,1,"","","t"
2017-05-16,3,"R","LP",23,"Keatyn/Miles","15","7",23,24,10,1,"","","t"
2017-05-16,3,"R","LP",24,"Keatyn/Miles","16.7","5",24,29,5,1,"","","t"
2017-05-16,3,"R","U",25,"Keatyn/Miles","11","6",22,11,2,1,"","","t"
2017-05-16,3,"R","U",26,"Keatyn/Miles","14.2","5",32,30,10,1,"","","t"
2017-05-16,3,"R","LP",27,"Keatyn/Miles",NA,NA,NA,NA,NA,0,"","","t"
2017-05-16,3,"R","U",28,"Keatyn/Miles","13.5","6",24,28,2,1,"","","t"
2017-05-16,3,"R","U",29,"Keatyn/Miles","14","2",26,28,1,1,"","","t"
2017-05-16,3,"R","L",30,"Keatyn/Miles","14","3",33,35,5,1,"","","t"
2017-05-02,2,"B","LP",7,"Keatyn/Robert","8","0",17,5,0,1,"","","t"
2017-05-02,2,"B","L",8,"Keatyn/Robert","9","0",18,10,0,1,"","Pea Gone","t"
2017-05-02,2,"B","LP",9,"Keatyn/Robert","7","1",7,4,1,1,"","","t"
2017-05-02,2,"B","U",10,"Keatyn/Robert","12","0",29,10,0,1,"","","t"
2017-05-02,2,"B","LP",11,"Keatyn/Robert","10","2",26,10,5,1,"","","t"
2017-05-02,2,"B","L",12,"Keatyn/Robert","10","0",25,11,0,1,"","","t"
2017-05-02,2,"B","U",13,"Keatyn/Robert","8","2",15,10,1,1,"","Pea Gone","t"
2017-05-02,2,"B","L",14,"Keatyn/Robert","8","0",20,9,0,1,"","","t"
2017-05-02,2,"B","U",15,"Keatyn/Robert","7","0",17,9,0,1,"","","t"
2017-05-02,2,"B","LP",16,"Keatyn/Robert","10","1",19,9,3,1,"","Pea Gone","t"
2017-05-02,2,"B","LP",17,"Keatyn/Robert","12","0",23,12,0,1,"","","t"
2017-05-02,2,"B","U",18,"Keatyn/Robert","9","0",12,7,0,1,"","","t"
2017-05-02,2,"B","U",19,"Keatyn/Robert","7","0",8,6,0,1,"","","t"
2017-05-02,2,"R","U",1,"Miles/Kyle","10.5","0",17,11,0,1,"","","t"
2017-05-02,2,"R","LP",2,"Miles/Kyle","11","0",36,20,0,1,"","","t"
2017-05-02,2,"R","U",3,"Miles/Kyle","10.9","1",27,23,1,1,"B.TO","","t"
2017-05-02,2,"R","L",4,"Miles/Kyle","10.6","0",31,10,0,1,"","","t"
2017-05-02,2,"R","U",5,"Miles/Kyle","8.7","1",29,19,1,1,"","","t"
2017-05-02,2,"R","L",6,"Miles/Kyle","9.9","1",30,20,1,1,"","","t"
2017-05-02,2,"R","L",7,"Miles/Kyle","10.4","0",35,24,0,1,"","","t"
2017-05-02,2,"R","LP",8,"Miles/Kyle","12.1","1",32,22,1,1,"","","t"
2017-05-02,2,"R","L",9,"Miles/Kyle","14.5","0",25,13,0,1,"B.TO","","t"
2017-05-02,2,"R","L",10,"Miles/Kyle","12","0",27,17,10,1,"B.TO","","t"
2017-05-02,2,"R","U",11,"Miles/Kyle","10.5","0",32,15,0,1,"","","t"
2017-05-02,2,"R","L",12,"Miles/Kyle","10.6","0",24,11,0,1,"B.TO","","t"
2017-05-02,2,"R","U",13,"Robert/Keatyn","11","1",20,8,2,1,"","","t"
2017-05-02,2,"R","LP",14,"Robert/Keatyn","11","0",15,14,0,1,"","","t"
2017-05-02,2,"R","L",15,"Robert/Keatyn","9","0",15,10,0,1,"","","t"
2017-05-02,2,"R","LP",16,"Robert/Keatyn","11","0",25,15,0,1,"","","t"
2017-05-02,2,"R","LP",17,"Robert/Keatyn","10","0",15,9,0,1,"","","t"
2017-05-02,2,"R","LP",18,"Robert/Keatyn","10","2",25,11,5,1,"","","t"
2017-05-02,2,"R","L",19,"Robert/Keatyn","8","0",23,9,0,1,"","","t"
2017-05-02,2,"R","L",20,"Robert/Keatyn","8","1",12,9,2,1,"","","t"
2017-05-02,2,"R","LP",21,"Robert/Keatyn","7.5","0",25,10,0,1,"","","t"
2017-05-02,2,"R","U",22,"Robert/Keatyn","9","0",19,9,0,1,"","","t"
2017-05-02,2,"R","LP",23,"Robert/Keatyn","9","1",17,16,2,1,"","","t"
2017-05-02,2,"R","LP",24,"Robert/Keatyn","8","0",17,11,0,1,"","","t"
2017-05-02,2,"R","U",25,"Robert/Keatyn","8","0",18,9,0,1,"","","t"
2017-05-02,2,"R","U",26,"Robert/Keatyn","9.5","3",26,15,2,1,"","","t"
2017-05-02,2,"R","LP",27,"Robert/Keatyn","9","0",11,8,0,1,"","","t"
2017-05-02,2,"R","U",28,"Robert/Keatyn","11","1",27,12,1,1,"","","t"
2017-05-02,2,"R","U",29,"Robert/Keatyn","12","2",21,16,1,1,"","","t"
2017-05-02,2,"R","L",30,"Robert/Keatyn","11","2",30,17,5,1,"","","t"
2017-05-09,3,"R","U",1,"Kyle/Robert/Miles","12.8","0",18,17,0,1,"","","t"
2017-05-09,3,"R","LP",2,"Kyle/Robert/Miles","15.5","0",27,21,0,1,"","","t"
2017-05-09,3,"R","U",3,"Kyle/Robert/Miles","14.3","0",27,17,0,1,"","","t"
2017-05-09,3,"R","L",4,"Kyle/Robert/Miles","16","0",21,24,0,1,"","","t"
2017-05-09,3,"R","U",5,"Kyle/Robert/Miles","13","0",31,15,0,1,"","","t"
2017-05-09,3,"R","L",6,"Kyle/Robert/Miles","13.1","0",26,17,0,1,"","","t"
2017-05-09,3,"R","L",7,"Kyle/Robert/Miles","12.5","0",15,15,0,1,"","","t"
2017-05-09,3,"R","LP",8,"Kyle/Robert/Miles","14.4","0",26,15,0,1,"","","t"
2017-05-09,3,"R","L",9,"Kyle/Robert/Miles","16","0",26,11,0,1,"","","t"
2017-05-09,3,"R","L",10,"Kyle/Robert/Miles","12.6","0",21,13,0,1,"","","t"
2017-05-09,3,"R","U",11,"Kyle/Robert/Miles","17.7","0",28,19,0,1,"","","t"
2017-05-09,3,"R","L",12,"Kyle/Robert/Miles","14","0",24,15,0,1,"","","t"
2017-05-09,3,"R","U",13,"Kyle/Robert/Miles","9.9","0",20,9,0,1,"","","t"
2017-05-09,3,"R","LP",14,"Kyle/Robert/Miles","13.8","0",22,13,0,1,"","","t"
2017-05-09,3,"R","L",15,"Kyle/Robert/Miles","18.8","0",21,30,0,1,"","","t"
2017-05-09,3,"R","LP",16,"Kyle/Robert/Miles","14.5","0",23,17,0,1,"","","t"
2017-05-09,3,"R","LP",17,"Kyle/Robert/Miles","8.8","0",19,14,0,1,"","","t"
2017-05-09,3,"R","LP",18,"Kyle/Robert/Miles","15.2","0",26,18,0,1,"","","t"
2017-05-09,3,"R","L",19,"Kyle/Robert/Miles","12.8","0",16,10,0,1,"","","t"
2017-05-09,3,"R","L",20,"Kyle/Robert/Miles","18","0",21,23,0,1,"","","t"
2017-05-09,3,"R","LP",21,"Kyle/Robert/Miles","9","0",25,13,0,1,"","","t"
2017-05-09,3,"R","U",22,"Kyle/Robert/Miles","9.6","0",21,14,0,1,"","","t"
2017-05-09,3,"R","LP",23,"Kyle/Robert/Miles","13.3","0",29,16,0,1,"","","t"
2017-05-09,3,"R","LP",24,"Kyle/Robert/Miles","16.6","0",25,17,0,1,"","","t"
2017-05-09,3,"R","U",25,"Kyle/Robert/Miles","10","0",25,12,0,1,"","","t"
2017-05-09,3,"R","U",26,"Kyle/Robert/Miles","14.8","0",28,14,0,1,"","","t"
2017-05-09,3,"R","LP",27,"Kyle/Robert/Miles","13","0",27,16,0,1,"","","t"
2017-05-09,3,"R","U",28,"Kyle/Robert/Miles","14.5","0",27,10,0,1,"","","t"
2017-05-09,3,"R","U",29,"Kyle/Robert/Miles","13","0",23,16,0,1,"","","t"
2017-05-09,3,"R","L",30,"Kyle/Robert/Miles","14","0",24,21,0,1,"","","t"
2017-05-09,3,"B","LP",1,"Keatyn/Robert/Miles/Kyle","11.1","0",19,24,0,1,"","","t"
2017-05-09,3,"B","U",2,"Keatyn/Robert/Miles/Kyle","12.9","0",32,23,0,1,"","","t"
2017-05-09,3,"B","U",3,"Keatyn/Robert/Miles/Kyle","16.4","0",28,26,0,1,"","","t"
2017-05-09,3,"B","LP",4,"Keatyn/Robert/Miles/Kyle","14.1","0",34,29,0,1,"","","t"
2017-05-09,3,"B","L",5,"Keatyn/Robert/Miles/Kyle","11.8","0",23,20,0,1,"","","t"
2017-05-09,3,"B","U",6,"Keatyn/Robert/Miles/Kyle","12.1","0",33,31,0,1,"","","t"
2017-05-09,3,"B","LP",7,"Keatyn/Robert/Miles/Kyle","13.5","0",32,23,0,1,"","","t"
2017-05-09,3,"B","L",8,"Keatyn/Robert/Miles/Kyle","7.9","0",11,10,0,1,"","","t"
2017-05-09,3,"B","LP",9,"Keatyn/Robert/Miles/Kyle","11.5","0",34,25,0,1,"","","t"
2017-05-09,3,"B","U",10,"Keatyn/Robert/Miles/Kyle","15.6","0",23,25,0,1,"","","t"
2017-05-09,3,"B","LP",11,"Keatyn/Robert/Miles/Kyle","15.9","0",31,32,0,1,"","","t"
2017-05-09,3,"B","L",12,"Keatyn/Robert/Miles/Kyle","9.4","1",27,15,1,1,"","","t"
2017-05-09,3,"B","U",13,"Keatyn/Robert/Miles/Kyle","12.5","0",34,35,0,1,"","","t"
2017-05-09,3,"B","L",14,"Keatyn/Robert/Miles/Kyle","10.5","0",25,19,0,1,"","","t"
2017-05-09,3,"B","U",15,"Keatyn/Robert/Miles/Kyle","11.7","0",35,25,0,1,"","","t"
2017-05-09,3,"B","LP",16,"Keatyn/Robert/Miles/Kyle","12.8","0",30,24,0,1,"","","t"
2017-05-09,3,"B","LP",17,"Keatyn/Robert/Miles/Kyle","14","0",40,34,0,1,"","","t"
2017-05-09,3,"B","U",18,"Keatyn/Robert/Miles/Kyle","13.4","0",29,18,0,1,"","","t"
2017-05-09,3,"B","U",19,"Keatyn/Robert/Miles/Kyle","11.5","0",29,21,0,1,"","","t"
2017-05-09,3,"B","LP",20,"Keatyn/Robert/Miles/Kyle","14.6","0",25,20,0,1,"","","t"
2017-05-09,3,"B","L",21,"Keatyn/Robert/Miles/Kyle","11.5","0",44,33,0,1,"","","t"
2017-05-09,3,"B","L",22,"Keatyn/Robert/Miles/Kyle","15.1","0",30,20,0,1,"","","t"
2017-05-09,3,"B","LP",23,"Keatyn/Robert/Miles/Kyle","13.4","0",32,21,0,1,"","","t"
2017-05-09,3,"B","U",24,"Keatyn/Robert/Miles/Kyle","8.5","0",20,16,0,1,"","","t"
2017-05-09,3,"B","L",25,"Keatyn/Robert/Miles/Kyle","12.1","0",27,20,0,1,"","","t"
2017-05-09,3,"B","LP",26,"Keatyn/Robert/Miles/Kyle","14.5","0",32,29,0,1,"","","t"
2017-05-09,3,"B","L",27,"Keatyn/Robert/Miles/Kyle","12.6","1",29,26,1,1,"","","t"
2017-05-09,3,"B","L",28,"Keatyn/Robert/Miles/Kyle","15","0",35,33,0,1,"","","t"
2017-05-09,3,"B","U",29,"Keatyn/Robert/Miles/Kyle","15.6","2",35,31,2,1,"","","t"
2017-05-09,3,"B","L",30,"Keatyn/Robert/Miles/Kyle","15.2","1",39,34,1,1,"","","t"
2017-05-09,3,"G","L",1,"Keatyn/Robert/Miles/Kyle","12.5","0",32,25,0,1,"","","t"
2017-05-09,3,"G","L",2,"Keatyn/Robert/Miles/Kyle","15","0",29,32,0,1,"","","t"
2017-05-09,3,"G","U",3,"Keatyn/Robert/Miles/Kyle","16.5","0",35,26,0,1,"","","t"
2017-05-09,3,"G","L",4,"Keatyn/Robert/Miles/Kyle","13.1","0",29,23,0,1,"","","t"
2017-05-09,3,"G","U",5,"Keatyn/Robert/Miles/Kyle","13.2","0",29,27,0,1,"","","t"
2017-05-09,3,"G","L",6,"Keatyn/Robert/Miles/Kyle","11.1","0",23,21,0,1,"","","t"
2017-05-09,3,"G","L",7,"Keatyn/Robert/Miles/Kyle","12.1","0",27,16,0,1,"","","t"
2017-05-09,3,"G","L",8,"Keatyn/Robert/Miles/Kyle","16.4","0",16,25,0,1,"","","t"
2017-05-09,3,"G","LP",9,"Keatyn/Robert/Miles/Kyle","13","0",32,17,0,1,"","","t"
2017-05-09,3,"G","L",10,"Keatyn/Robert/Miles/Kyle","12.6","0",30,26,0,1,"","","t"
2017-05-09,3,"G","LP",11,"Keatyn/Robert/Miles/Kyle","14.2","0",39,33,0,1,"","","t"
2017-05-09,3,"G","U",12,"Keatyn/Robert/Miles/Kyle","15.3","0",34,29,0,1,"","","t"
2017-05-09,3,"G","L",13,"Keatyn/Robert/Miles/Kyle","17.1","0",35,32,0,1,"","","t"
2017-05-09,3,"G","LP",14,"Keatyn/Robert/Miles/Kyle","12.6","0",19,15,0,1,"","","t"
2017-05-09,3,"G","U",15,"Keatyn/Robert/Miles/Kyle","14.9","0",43,36,0,1,"","","t"
2017-05-09,3,"G","LP",16,"Keatyn/Robert/Miles/Kyle","12.4","0",36,26,0,1,"","","t"
2017-05-09,3,"G","LP",17,"Keatyn/Robert/Miles/Kyle","14.1","0",31,31,0,1,"","","t"
2017-05-09,3,"G","U",18,"Keatyn/Robert/Miles/Kyle","14.2","0",35,27,0,1,"","","t"
2017-05-09,3,"G","U",19,"Keatyn/Robert/Miles/Kyle","14.5","0",21,27,0,1,"","","t"
2017-05-09,3,"G","U",20,"Keatyn/Robert/Miles/Kyle","13.5","0",29,24,0,1,"","","t"
2017-05-09,3,"G","LP",21,"Keatyn/Robert/Miles/Kyle","12.5","0",28,24,0,1,"","","t"
2017-05-09,3,"G","LP",22,"Keatyn/Robert/Miles/Kyle","13.5","1",37,24,0,1,"","","t"
2017-05-09,3,"G","U",23,"Keatyn/Robert/Miles/Kyle","13.7","0",50,27,0,1,"","","t"
2017-05-09,3,"G","U",24,"Keatyn/Robert/Miles/Kyle","14.3","0",22,12,0,1,"","","t"
2017-05-09,3,"G","LP",25,"Keatyn/Robert/Miles/Kyle","14","0",22,21,0,1,"","","t"
2017-05-09,3,"G","LP",26,"Keatyn/Robert/Miles/Kyle","9.6","0",27,21,0,1,"","","t"
2017-05-09,3,"G","LP",27,"Keatyn/Robert/Miles/Kyle","14.7","0",27,32,0,1,"","","t"
2017-05-09,3,"G","U",28,"Keatyn/Robert/Miles/Kyle","14.1","0",39,32,0,1,"","","t"
2017-05-09,3,"G","L",29,"Keatyn/Robert/Miles/Kyle","14","0",32,26,0,1,"","","t"
2017-05-09,3,"G","L",30,"Keatyn/Robert/Miles/Kyle","15.2","0",30,22,0,1,"","","t"
2017-05-02,2,"G","L",10,"Keatyn/Robert","10","2",17,15,1,1,"","","t"
2017-05-02,2,"G","LP",11,"Keatyn/Robert","9.8","1",11,8,1,1,"","","t"
2017-05-02,2,"G","U",12,"Keatyn/Robert","9.2","3",13,11,2,1,"","","t"
2017-05-02,2,"G","L",13,"Keatyn/Robert","40.5","0",34,16,0,1,"","","t"
2017-05-02,2,"G","LP",14,"Keatyn/Robert","12.2","0",17,18,0,1,"","","t"
2017-05-02,2,"G","U",15,"Keatyn/Robert","9.4","0",18,17,0,1,"","","t"
2017-05-02,2,"G","LP",16,"Keatyn/Robert","11.5","0",20,12,0,1,"","","t"
2017-05-02,2,"G","LP",17,"Keatyn/Robert","14","0",21,11,0,1,"","","t"
2017-05-02,2,"G","U",18,"Keatyn/Robert","9.3","0",19,10,0,1,"","","t"
2017-05-02,2,"G","U",23,"Keatyn/Robert","7.8","0",21,13,0,1,"","","t"
2017-05-02,2,"G","U",24,"Keatyn/Robert","9","1",22,15,1,1,"","","t"
2017-04-25,2,"G","L",1,"Deniss/Amy","8.6","0",26,9,0,1,"","","t"
2017-04-25,2,"G","L",2,"Deniss/Amy","11.2","0",27,13,0,1,"","","t"
2017-04-25,2,"G","U",3,"Deniss/Amy","8.7","0",25,10,0,1,"","","t"
2017-04-25,2,"G","L",4,"Deniss/Amy","11.4","0",30,9,0,1,"","","t"
2017-04-25,2,"G","U",5,"Deniss/Amy","9.4","0",26,14,0,1,"","","t"
2017-04-25,2,"G","L",6,"Deniss/Amy","9.9","0",27,6,0,1,"","","t"
2017-04-25,2,"G","L",7,"Deniss/Amy","8.8","0",28,12,0,1,"","","t"
2017-04-25,2,"G","L",8,"Deniss/Amy","8.6","0",29,12,0,1,"","","t"
2017-04-25,2,"G","LP",9,"Deniss/Amy","8.2","0",20,5,0,1,"","","t"
2017-04-25,2,"G","L",10,"Deniss/Amy","9.5","0",27,16,0,1,"","","t"
2017-04-25,2,"G","LP",11,"Deniss/Amy","8.4","0",20,7,0,1,"","","t"
2017-04-25,2,"G","U",12,"Deniss/Amy","8.9","0",21,8,0,1,"","","t"
2017-04-25,2,"G","L",13,"Deniss/Amy","11.4","0",34,16,0,1," ","","t"
2017-04-25,2,"G","LP",14,"Deniss/Amy","11","0",28,9,0,1,"","","t"
2017-04-25,2,"G","U",15,"Deniss/Amy","9.4","0",25,13,0,1,"","","t"
2017-04-25,2,"G","LP",16,"Deniss/Amy","10","0",16,9,0,1,"","","t"
2017-04-25,2,"G","LP",17,"Deniss/Amy","14.3","0",27,9,0,1,"","","t"
2017-04-25,2,"G","U",18,"Deniss/Amy","11.5","0",34,12,0,1,"","","t"
2017-04-25,2,"G","U",19,"Deniss/Amy","10.5","0",25,7,0,1,"","","t"
2017-04-25,2,"G","U",20,"Deniss/Amy","12.6","0",34,9,0,1,"","","t"
2017-04-25,2,"G","LP",21,"Deniss/Amy","9","0",26,10,0,1,"","","t"
2017-04-25,2,"G","LP",22,"Deniss/Amy","10.3","0",22,8,0,1,"","","t"
2017-04-25,2,"G","U",23,"Deniss/Amy","10.4","0",19,5,0,1,"","","t"
2017-04-25,2,"G","U",24,"Deniss/Amy","9.5","0",27,14,0,1,"","","t"
2017-04-25,2,"G","LP",25,"Deniss/Amy","11","0",30,12,0,1,"","","t"
2017-04-25,2,"G","LP",26,"Deniss/Amy","11.3","0",33,14,0,1,"","","t"
2017-04-25,2,"G","LP",27,"Deniss/Amy","11","0",24,18,0,1,"","","t"
2017-04-25,2,"G","U",28,"Deniss/Amy","13.2","0",31,19,0,1,"","","t"
2017-04-25,2,"G","L",29,"Deniss/Amy","9.2","0",25,17,0,1,"","","t"
2017-04-25,2,"G","L",30,"Deniss/Amy","8.1","0",29,10,0,1,"","","t"
2017-04-25,2,"B","LP",1,"Keatyn/Robert/Miles","8","0",19,14,0,1,"","","t"
2017-04-25,2,"B","U",2,"Keatyn/Robert/Miles","8","0",23,16,0,1,"","","t"
2017-04-25,2,"B","U",3,"Keatyn/Robert/Miles","8.1","0",23,14,0,1,"","","t"
2017-04-25,2,"B","LP",4,"Keatyn/Robert/Miles","10","0",23,22,0,1,"","","t"
2017-04-25,2,"B","L",5,"Keatyn/Robert/Miles","11.8","0",30,24,0,1,"","","t"
2017-04-25,2,"B","U",6,"Keatyn/Robert/Miles","9","0",19,18,0,1,"","","t"
2017-04-25,2,"B","LP",7,"Keatyn/Robert/Miles","7.9","0",25,21,0,1,"","","t"
2017-04-25,2,"B","L",8,"Keatyn/Robert/Miles","8.5","0",19,20,0,1,"","","t"
2017-04-25,2,"B","LP",9,"Keatyn/Robert/Miles","8.3","0",22,18,0,1,"","","t"
2017-04-25,2,"B","U",10,"Keatyn/Robert/Miles","10.5","0",22,18,0,1,"","","t"
2017-04-25,2,"B","LP",11,"Keatyn/Robert/Miles","9.2","0",17,14,0,1,"","","t"
2017-04-25,2,"B","L",12,"Keatyn/Robert/Miles","10.5","0",23,22,0,1,"","","t"
2017-04-25,2,"B","U",13,"Keatyn/Robert/Miles","8.2","0",17,17,0,1,"","","t"
2017-04-25,2,"B","L",14,"Keatyn/Robert/Miles","9.5","0",22,17,0,1,"","","t"
2017-04-25,2,"B","U",15,"Keatyn/Robert/Miles","9.2","0",26,22,0,1,"","","t"
2017-04-25,2,"B","LP",16,"Keatyn/Robert/Miles","8","0",18,11,0,1,"","","t"
2017-04-25,2,"B","LP",17,"Keatyn/Robert/Miles","11.8","0",23,24,0,1,"","","t"
2017-04-25,2,"B","U",18,"Keatyn/Robert/Miles","10.3","0",27,22,0,1,"","","t"
2017-04-25,2,"B","U",19,"Keatyn/Robert/Miles","7.5","0",22,16,0,1,"","","t"
2017-04-25,2,"B","LP",20,"Keatyn/Robert/Miles","8","0",22,16,0,1,"","","t"
2017-04-25,2,"B","L",21,"Keatyn/Robert/Miles","10.8","0",23,20,0,1,"","","t"
2017-04-25,2,"B","L",22,"Keatyn/Robert/Miles","9","0",23,20,0,1,"","","t"
2017-04-25,2,"B","LP",23,"Keatyn/Robert/Miles","10.3","0",28,24,0,1,"","","t"
2017-04-25,2,"B","U",24,"Keatyn/Robert/Miles","9.3","0",21,20,0,1,"","","t"
2017-04-25,2,"B","L",25,"Keatyn/Robert/Miles","8","0",30,20,0,1,"","","t"
2017-04-25,2,"B","LP",26,"Keatyn/Robert/Miles","9.2","0",25,24,0,1,"","","t"
2017-04-25,2,"B","L",27,"Keatyn/Robert/Miles","9.2","0",25,22,0,1,"","","t"
2017-04-25,2,"B","L",28,"Keatyn/Robert/Miles","6","0",28,22,0,1,"","","t"
2017-04-25,2,"B","U",29,"Keatyn/Robert/Miles","9","0",21,17,0,1,"","","t"
2017-04-25,2,"B","L",30,"Keatyn/Robert/Miles","7.5","0",26,15,0,1,"","","t"
2017-04-25,2,"R","U",1,"Keatyn/Robert/Miles","10","0",22,15,0,1,"","","t"
2017-04-25,2,"R","LP",2,"Keatyn/Robert/Miles","10.5","0",26,20,0,1,"","","t"
2017-04-25,2,"R","U",3,"Keatyn/Robert/Miles","10.7","0",25,14,0,1,"","","t"
2017-04-25,2,"R","L",4,"Keatyn/Robert/Miles","10.7","0",25,12,0,1,"","","t"
2017-04-25,2,"R","U",5,"Keatyn/Robert/Miles","9.2","0",29,12,0,1,"","","t"
